"//Set of 6 Gold Standards described in Torvik VI, Smalheiser NR. A quantitative model for linking two disparate sets of articles in Medline. Bioinformatics 2007; 23(13): 1658-1665. This paper has supplemental files. http://dx.doi.org/10.1093/bioinformatics/btm161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//target is written as -2 = negative, -1 = unknown, 0 = target, 1= fragment of target, 2 = adjective of target, 3 = target but too general to be useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//some missing values annotated by 99999 (MeSH), 0.9999 (cohesion), or 9999 (year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowsmith search,A-lit size,C-lit size,B-term,target,nA,nC,nof MeSH in common,nof semantic categories,cohesion score,n in MEDLINE,1st year in MEDLINE,pAC,on medium stoplist?,on long stoplist?,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,serum gastrin,-1,2,1,1,4,0.258418,793,1969,0.01212829,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,serum lipid,-1,1,1,1,2,0.279092,4370,1949,0.729332278,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,serum patient,-1,7,1,0,2,0.0876942,2760,1950,0.000296072,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,service,-2,2,2,0,2,0.0977229,69161,1942,1,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,severe,-1,10,22,3,1,0.078969,55238,1946,0.568741686,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,severity,-1,2,1,0,1,0.0985014,10933,1946,0.955755833,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sex,-1,11,5,5,3,0.11821,39281,1925,0.952409645,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sex hormone,-1,2,2,0,1,0.226162,3972,1938,0.210446683,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,shape,-1,4,1,99999,1,0.0751176,8126,1949,0.524331608,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,shift,-1,3,2,0,1,0.070693,10076,1949,0.708994612,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,short,-1,9,5,1,2,0.0533703,42591,1926,0.994091387,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,short term,-1,2,3,1,1,0.0717854,16050,1949,0.959408056,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sibling,-1,3,1,0,1,0.113377,5633,1949,0.426201077,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sick,-1,3,1,99999,0,0.106743,4792,1949,0.315308084,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sickness,-1,1,5,99999,1,0.128492,6322,1925,0.175218518,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sign,-1,3,3,0,1,0.0745901,17041,1903,0.935620946,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,significance,-1,55,12,5,1,0.063559,68311,1942,7.82E-05,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,significance blood,-1,1,1,0,3,0.0947368,406,1950,0.024578597,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,significance clinical,-1,1,1,99999,2,0.0686202,480,1950,0.033389063,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,significant,-1,2,1,0,1,0.0604268,6550,1913,0.742484751,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,similar,-1,2,2,0,2,0.0713803,6496,1925,0.534614792,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,simple,-1,11,2,0,1,0.0530823,35363,1940,0.974296785,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,simulating,-1,1,2,0,0,0.0862707,7542,1949,0.82164751,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,simultaneous,-1,16,1,2,1,0.0596059,22232,1949,0.174824149,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,simultaneous measurement,-1,2,1,1,4,0.0840995,1028,1950,0.023877387,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,single,-1,22,11,1,2,0.0611054,68439,1949,0.897613635,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,single dose,-1,4,6,0,2,0.117806,5148,1950,0.001223597,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sinus,-1,5,1,99999,3,0.161175,25020,1933,0.996769552,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sister,-1,1,1,0,1,0.210736,4989,1950,0.793100112,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,site,-1,46,4,3,2,0.106299,80888,1943,0.394871296,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,site action,-1,3,1,0,2,0.0838509,1421,1949,0.010696815,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,six,-1,4,2,0,0,0.0555031,13233,1949,0.791906208,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,six month,-1,2,1,0,1,0.102207,1629,1950,0.073604485,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,size,-1,2,1,0,1,0.0694757,31814,1937,0.999998661,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,skin,-1,13,7,0,3,0.108382,84200,1939,0.999999446,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sleep,-1,2,8,2,1,0.269228,30414,1932,0.984431258,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,slow,-1,4,2,0,1,0.104914,12705,1949,0.759641472,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,small,-1,30,7,1,2,0.10569,80809,1934,0.953145638,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,small intestine,-1,17,1,1,2,0.166119,15484,1949,0.006263981,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,society,-2,2,1,0,1,0.105998,32287,1925,0.999998959,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sodium,-1,312,10,4,3,0.108403,54611,1940,0,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sodium a,-1,1,1,0,3,0.099132,309,1950,0.01478176,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,source,-1,7,1,0,1,0.0465666,25940,1932,0.985160324,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spasm,0,4,5,5,1,0.199985,4787,1949,0.002605992,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,special,-1,31,9,1,1,0.0501771,47016,1944,0.017118018,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,special reference,-1,29,6,1,1,0.0594019,27702,1949,4.23E-05,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,special reference serum,-1,1,1,99999,0,0.111328,94,1952,0.001487619,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,specific,-1,26,7,2,1,0.0835915,120085,1940,0.999999826,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,specific effect,-1,2,2,0,1,0.0687927,975,1950,0.002912009,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,specific non specific,-1,1,1,0,1,0.078245,350,1949,0.018665683,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spectra,-1,1,2,0,0,0.132159,7333,1949,0.806933895,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spectral,-1,5,5,0,0,0.125169,7428,1950,0.01469555,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spectrum,-1,6,3,0,0,0.0768423,13994,1949,0.445334103,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,speculative,-1,1,1,0,0,0.0616114,137,1952,0.003107135,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spinal,-1,13,4,1,1,0.131565,60460,1949,0.999821569,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spinal fluid,-1,2,1,99999,1,0.114405,879,1949,0.015915302,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spontaneous,-1,18,6,1,1,0.0644403,42875,1916,0.631952514,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spontaneous induced,-1,1,1,0,1,0.0864939,473,1949,0.032509732,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sport,-1,2,1,1,1,0.203645,6984,1949,0.780087549,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spray,-1,3,1,0,0,0.108864,2984,1949,0.102967571,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spreading,3,2,10,4,0,0.117362,3717,1949,3.52E-06,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spreading depression,0,2,6,4,1,0.22584,781,1950,3.40E-08,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,spring,-1,3,1,99999,1,0.0823903,3060,1949,0.11011884,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,st,-1,1,1,0,1,0.135078,8306,1928,0.956415609,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stage,-1,16,5,0,4,0.0940047,51618,1928,0.971012854,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,starting,-1,1,1,0,0,0.0538635,1776,1950,0.282549006,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,state,-1,43,14,3,1,0.0443129,101787,1916,0.675724741,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,statistical,-1,5,2,1,1,0.117903,19377,1949,0.938205469,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,status,-1,31,6,0,1,0.0670421,66904,1940,0.678662011,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,steady state,-1,7,1,0,1,0.0848167,5086,1950,0.012041465,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,step,-1,6,1,0,0,0.0554633,14628,1903,0.759105095,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,steroid,-1,10,1,2,2,0.130777,38226,1946,0.997489952,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,steroidal anti inflammatory,-1,1,1,0,2,0.155923,2052,1965,0.342040397,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stimulant,-1,8,3,1,1,0.136063,3005,1949,2.76E-06,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stimulating,-1,2,1,0,0,0.13995,20030,1937,0.999401852,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stimulating hormone,-1,1,1,0,1,0.181477,5796,1937,0.856079871,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stimulation,-1,43,7,0,1,0.0857937,75830,1934,0.238386704,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stimulus,-1,2,2,0,1,0.132879,11196,1949,0.896010615,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stomach,-1,9,1,99999,1,0.214368,28932,1943,0.975217236,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stop,-1,1,1,99999,3,0.088151,3435,1950,0.602163715,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,storage,-1,9,1,3,1,0.0961,15289,1903,0.417501241,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,stress,0,16,13,4,4,0.103888,65745,1943,0.957052264,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,strip,-1,3,1,0,0,0.148388,3296,1950,0.13366157,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,structure,-1,40,2,0,2,0.139974,140730,1938,0.999999773,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study,-1,422,234,125,1,0.058626,841406,1902,6.66E-12,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study a,-1,9,7,1,1,0.0527325,20925,1938,0.18347571,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study a new,-1,1,1,99999,0,0.0705262,2466,1949,0.427898997,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study action,-1,1,1,0,2,0.0651989,1572,1949,0.238218727,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study activity,-2,1,1,0,3,0.091108,802,1950,0.082441659,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study blood,-1,4,1,0,3,0.0891775,2725,1949,0.024278937,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study children,-1,2,1,0,2,0.0949488,1786,1949,0.09082623,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study clinical,-1,1,1,99999,2,0.0783546,2694,1949,0.472614375,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study dietary,-1,1,1,0,1,0.160569,180,1950,0.005274275,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study effect,-1,20,3,0,2,0.0626453,13002,1939,6.08E-06,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study effect oral,-1,1,1,0,3,0.109312,74,1951,0.000929197,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study experimental,-1,1,1,0,2,0.113688,2232,1916,0.380008319,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study pathogenesis,-1,1,1,0,3,0.0791902,1434,1949,0.208422007,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study patient,-1,1,4,0,2,0.112707,10113,1936,0.71195442,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study platelet,-1,2,2,0,3,0.16513,530,1951,0.000312793,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study problem,-1,1,1,99999,3,0.0592105,1097,1949,0.138092639,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study relationship,-1,6,1,0,2,0.055336,2245,1949,0.000455394,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study renal,-1,5,1,0,2,0.149833,1343,1949,0.000176908,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study role,-1,3,1,0,2,0.0504679,1987,1950,0.031599864,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,study urinary,-1,1,1,0,2,0.107587,1065,1950,0.131713318,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sturge weber,-1,1,1,2,1,0.325979,652,1949,0.057679232,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,subcutaneous,-1,4,2,0,1,0.0963392,12551,1936,0.749566749,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,subject,-1,53,16,10,0,0.0823397,52692,1913,3.44E-09,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,subjective,-1,1,2,99999,1,0.0875749,5299,1941,0.605770506,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,submitted,-1,1,1,0,0,0.0686405,1260,1949,0.171511071,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,substance,-1,9,10,3,2,0.082966,40898,1938,0.87875217,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,substance p,0,1,1,1,3,0.150822,6846,1950,0.911779733,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,substitution,-1,8,1,0,1,0.118363,9755,1949,0.129578753,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,success,-1,1,1,1,1,0.0693824,9783,1944,0.979106476,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,successful,-1,1,9,0,1,0.0691541,22817,1938,0.864004729,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sucrose,-1,6,1,1,2,0.111881,4526,1949,0.019689648,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sucrose diet,-1,2,1,1,3,0.260731,136,1951,8.15E-05,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sudden,-1,12,3,2,1,0.190889,12420,1949,0.008587134,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sudden death,-1,6,1,2,2,0.216583,4396,1949,0.017120973,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,suffering,-1,2,9,1,2,0.064855,4299,1946,7.11E-05,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sugar,-1,4,1,1,1,0.127182,13009,1949,0.881161327,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,supported,-1,2,1,0,0,0.105267,3239,1934,0.30021163,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,suppository,-1,2,11,1,1,0.145361,1711,1950,7.29E-11,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,suppression,-1,5,2,0,3,0.0843902,22979,1949,0.981678998,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,supraventricular,-1,1,1,0,4,0.332054,2783,1950,0.489487959,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,surgery,-2,28,4,2,2,0.11238,160071,1913,1,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,surgical,-1,20,7,0,1,0.115121,136882,1902,1,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,survey,-1,4,8,0,1,0.106741,54945,1949,0.999987644,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,survival,-1,9,3,0,2,0.13371,47884,1936,0.999810707,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,susceptibility,-1,14,3,0,2,0.112052,25639,1938,0.350845026,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,swedish,-1,1,1,0,0,0.113614,5634,1949,0.845043682,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,swelling,-1,1,2,99999,2,0.0995468,4584,1949,0.508720062,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,sympathetic,-1,3,6,4,1,0.176077,19231,1949,0.799009253,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,symposium,-1,8,1,0,1,0.0659457,18003,1949,0.734623168,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,symptom,-1,4,32,0,1,0.114149,37597,1949,0.004377221,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,symptomatic,-1,3,14,2,1,0.108853,8757,1949,3.04E-05,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,symptomatology,-1,4,4,0,0,0.110658,4166,1949,0.003886364,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,syndrome,-1,49,78,10,2,0.0735855,253912,1949,0.97531062,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,syndrome a,-1,2,3,0,1,0.0827797,16044,1949,0.959317194,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,syndrome childhood,-1,1,1,0,2,0.146468,729,1950,0.070026358,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,syndrome children,-1,3,1,0,2,0.138374,1834,1950,0.024581645,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,synthesis,-1,40,2,1,1,0.101549,131246,1949,0.999996219,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,synthetase,-1,15,1,0,3,0.142026,12980,1953,0.005670484,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,system,-1,64,18,8,2,0.0453985,252508,1937,0.999999999,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,systemic,-1,7,4,1,1,0.0796699,46184,1949,0.999864585,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,t lymphocyte,-1,1,1,0,1,0.179978,17985,1972,0.999719011,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tablet,-1,10,2,1,1,0.184609,7117,1943,0.001392364,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tachycardia,-1,4,1,0,2,0.343851,11794,1949,0.824381759,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,taking,-1,3,2,1,0,0.0621959,7488,1938,0.453819238,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,taking oral,-1,1,1,1,1,0.137312,273,1965,0.011700548,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,taste,-1,1,1,99999,1,0.18598,5539,1949,0.83821883,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,taurine,-1,2,1,1,3,0.137114,3495,1949,0.341148927,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,technique,-1,12,4,1,1,0.0625837,86336,1903,0.999999997,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,temperature,-1,33,18,4,3,0.123293,43345,1913,6.43E-06,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tension,-1,11,44,1,1,0.126763,11752,1949,0,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,terbutaline,-1,1,1,2,2,0.232886,1188,1969,0.156577655,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,term,-1,40,19,4,1,0.0834399,112308,1949,0.833222775,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,term effect,-1,4,1,0,1,0.0738041,4983,1950,0.175652215,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,termination,-1,1,1,99999,1,0.108229,5830,1926,0.858302899,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,test,-1,31,23,6,2,0.0680546,135269,1925,0.999125359,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,test diagnosis,-1,1,1,0,4,0.114274,3815,1949,0.658643782,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,test result,-1,2,1,99999,0,0.0774641,1631,1950,0.073813853,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,testing,-1,8,2,2,0,0.0804144,37923,1940,0.998837258,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,testosterone,-1,3,1,99999,5,0.167068,13966,1938,0.964370262,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,theme,-1,1,1,0,0,0.0500904,1703,1950,0.266682374,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,theoretical,-1,1,1,0,0,0.0935719,11340,1944,0.990546901,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic,-1,35,32,5,2,0.0615448,73969,1949,0.000641352,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic application,-1,1,1,99999,2,0.0519723,974,1949,0.113975206,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic effect,-1,7,2,0,3,0.0693578,3927,1949,0.000684026,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic experience,-1,1,1,99999,3,0.0666079,596,1950,0.049237846,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic study,-1,3,3,0,3,0.0680916,799,1950,1.03E-05,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapeutic trial,-1,1,3,99999,2,0.102234,1374,1949,0.009554155,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapy,-1,112,170,40,3,0.0842909,280615,1940,1.11E-16,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapy a case,-1,1,1,0,4,0.0635854,691,1949,0.063831099,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapy autonomic,-1,2,1,99999,3,0.221311,62,1951,7.98E-06,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapy case,-1,1,1,0,4,0.0672598,623,1950,0.053248061,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,therapy prevention,-1,1,1,0,3,0.0951967,993,1950,0.117625805,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thermal,-1,9,1,0,14,0.123763,15522,1924,0.435634512,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thermography,-1,1,2,1,1,0.211943,1656,1951,0.076453324,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thiamin,-1,1,1,99999,5,0.16561,742,1949,0.072189215,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thin,-1,5,1,0,1,0.10459,11127,1937,0.642070056,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,third,-1,2,1,99999,1,0.0777876,16068,1944,0.995828681,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thoracic,-1,1,1,0,2,0.139956,24035,1949,0.999989719,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,three,-1,11,5,1,0,0.058826,70997,1949,0.999998467,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,threshold,-1,4,2,0,1,0.0938271,13180,1949,0.788824826,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thrombocyte,-1,2,1,0,2,0.177664,2679,1949,0.212398106,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thrombosis,-1,5,1,99999,2,0.196036,24851,1949,0.996539601,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,thyroid,-1,29,2,0,4,0.242216,61200,1949,0.826747217,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,time,-1,21,4,0,1,0.0479719,84046,1903,0.999958984,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tissue,-1,122,3,1,1,0.0851356,173229,1903,0.016661315,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tolerance,-1,12,6,6,2,0.125371,28366,1942,0.413556922,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tone,-1,4,1,1,1,0.139793,5958,1949,0.278667713,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,total,-1,48,6,4,1,0.11143,54948,1936,0.000340367,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,total cholesterol,-1,1,2,1,1,0.223469,714,1950,0.0091608,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,toxic,-1,17,1,0,1,0.0804575,18016,1949,0.024633496,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,toxic effect,-1,2,1,0,1,0.0814024,2654,1949,0.208602793,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,toxicity,-1,35,1,0,2,0.100767,37949,1949,0.005033138,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,toxicity serum,-1,1,1,0,3,0.141667,24,1951,9.97E-05,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,toxin,-1,3,1,99999,3,0.116152,22304,1934,0.999091545,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,tract,-1,17,2,99999,0,0.0816886,56816,1936,0.997563361,1,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,trained,-1,1,1,0,0,0.163989,2751,1925,0.483460173,0,1,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,transformation,-1,7,1,0,1,0.125392,22761,1938,0.957481315,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,transformed,-1,3,1,0,0,0.194971,8471,1949,0.735979423,0,0,,,,,,,,,,,,,,
magnesium vs migraine,6238,3205,transient,-1,6,28,2,2,0.0777076,18941,1949,3.17E-08,1,1,,,,,,,,,,,,,,
